share_files_nums,share_files_rate,only_commit_files_nums,exist_cve,insert_loc_nums,delete_loc_nums,all_loc_nums,all_method_nums,commit_msg,cve_desc,commit_id,is_right
0,0,1,0,4,0,4,1,"avformat/pva: Check for EOF before retrying in read_part_of_packet()

Fixes: Infinite loop
Fixes: pva-4b1835dbc2027bf3c567005dcc78e85199240d06

Found-by: Paul Ch <paulcher@icloud.com>
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",FFmpeg before commit 9807d3976be0e92e4ece3b4b1701be894cd7c2e1 contains a CWE-835: Infinite loop vulnerability in pva format demuxer that can result in a Vulnerability that allows attackers to consume excessive amount of resources like CPU and RAM. This attack appear to be exploitable via specially crafted PVA file has to be provided as input. This vulnerability appears to have been fixed in 9807d3976be0e92e4ece3b4b1701be894cd7c2e1 and later.,9807d3976be0e92e4ece3b4b1701be894cd7c2e1,1
0,0,1,0,10,1,11,1,"avcodec/mpeg4videodec: Check for bitstream end in read_quant_matrix_ext()

Fixes: out of array read
Fixes: asff-crash-0e53d0dc491dfdd507530b66562812fbd4c36678

Found-by: Paul Ch <paulcher@icloud.com>
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",FFmpeg before commit 5aba5b89d0b1d73164d3b81764828bb8b20ff32a contains an out of array read vulnerability in ASF_F format demuxer that can result in heap memory reading. This attack appear to be exploitable via specially crafted ASF file that has to provided as input. This vulnerability appears to have been fixed in 5aba5b89d0b1d73164d3b81764828bb8b20ff32a and later.,5aba5b89d0b1d73164d3b81764828bb8b20ff32a,1
0,0,1,0,1,1,2,1,"avformat/mxfdec: Fix av_log context

Fixes: out of array access
Fixes: mxf-crash-1c2e59bf07a34675bfb3ada5e1ec22fa9f38f923

Found-by: Paul Ch <paulcher@icloud.com>
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",FFmpeg before commit bab0716c7f4793ec42e05a5aa7e80d82a0dd4e75 contains an out of array access vulnerability in MXF format demuxer that can result in DoS. This attack appear to be exploitable via specially crafted MXF file which has to be provided as input. This vulnerability appears to have been fixed in bab0716c7f4793ec42e05a5aa7e80d82a0dd4e75 and later.,bab0716c7f4793ec42e05a5aa7e80d82a0dd4e75,1
0,0,2,0,55,15,70,4,fix: [internal] Handle the upload of original versions of ingested files via a helper function instead of leaving it to external tools,"An issue was discovered in MISP 2.4.9x before 2.4.99. In app/Model/Event.php (the STIX 1 import code), an unescaped filename string is used to construct a shell command. This vulnerability can be abused by a malicious authenticated user to execute arbitrary commands by tweaking the original filename of the STIX import.",211ac0737281b65e7da160f0aac52f401a94e1a3,1
0,0,9,0,436,77,513,21,"fix: [security] Fix to a vulnerability related to the server index

- along with various support tools
- more information coming soon","MISP before 2.4.115 allows privilege escalation in certain situations. After updating to 2.4.115, escalation attempts are blocked by the __checkLoggedActions function with a ""This could be an indication of an attempted privilege escalation on older vulnerable versions of MISP (<2.4.115)"" message.",75acd63c46506ad404764c3a3de7d4ca11d0560f,1
0,0,6,0,10,12,22,0,bug fixes (#4280),"In OpenEMR, versions 5.0.2 to 6.0.0 are vulnerable to Stored Cross-Site-Scripting (XSS) due to user input not being validated properly. A highly privileged attacker could inject arbitrary code into input fields when creating a new user.",0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f,1
0,0,6,0,10,12,22,0,bug fixes (#4280),"In OpenEMR, versions 5.0.2 to 6.0.0 are vulnerable to Stored Cross-Site-Scripting (XSS) due to user input not being validated properly and rendered in the TOTP Authentication method page. A highly privileged attacker could inject arbitrary code into input fields when creating a new user.",0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f,1
0,0,6,0,10,12,22,0,bug fixes (#4280),"In OpenEMR, versions 2.7.3-rc1 to 6.0.0 are vulnerable to Stored Cross-Site-Scripting (XSS) due to user input not being validated properly in the `Allergies` section. An attacker could lure an admin to enter a malicious payload and by that initiate the exploit.",0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f,1
0,0,6,0,10,12,22,0,bug fixes (#4280),"In OpenEMR, versions v2.7.2-rc1 to 6.0.0 are vulnerable to Improper Access Control when creating a new user, which leads to a malicious user able to read and send sensitive messages on behalf of the victim user.",0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f,1
0,0,6,0,10,12,22,0,bug fixes (#4280),"In OpenEMR, versions 5.0.2 to 6.0.0 are vulnerable to Stored Cross-Site-Scripting (XSS) due to user input not being validated properly and rendered in the U2F USB Device authentication method page. A highly privileged attacker could inject arbitrary code into input fields when creating a new user.",0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f,1
0,0,6,0,10,12,22,0,bug fixes (#4280),"In OpenEMR, versions 4.2.0 to 6.0.0 are vulnerable to Reflected Cross-Site-Scripting (XSS) due to user input not being validated properly. An attacker could trick a user to click on a malicious url and execute malicious code.",0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f,1
0,0,1,0,1,0,1,1,"fix: [security] Require password confirmations by default

- the setting is optional, but the default should be that it's required unless disabled

- As reported by Patrix Kontura from ESET",The default setting of MISP 2.4.136 did not enable the requirements (aka require_password_confirmation) to provide the previous password when changing a password.,afbf95a478b6e94f532ca0776c79da1b08be7eed,1
1,1,0,0,10,3,13,0,"fix: [security] XSS via galaxy cluster element values for reference types could contain javascript links

- ref type elements are automatically converted to links. A user would have to click a javascript: link for it to trigger, it's still too risky to keep as is
- only urls starting with http:// and https:// are converted from here on

- As reported by Patrik Kontura from ESET",MISP 2.4.136 has XSS via galaxy cluster element values to app/View/GalaxyElements/ajax/index.ctp. Reference types could contain javascript: URLs.,829c3199ba3afdecb52e0719509f3df4463be5b4,1
1,1,0,0,4,4,8,0,"fix: [security] Stored XSS in the galaxy cluster view

- Galaxy cluster names were vulnerable to XSS injection

- As reported by Patrik Kontura of ESET",MISP 2.4.136 has Stored XSS in the galaxy cluster view via a cluster name to app/View/GalaxyClusters/view.ctp.,741243f707cac7de1a3769a38e03004f037f4a3d,1
0,0,13,0,370,260,630,25,"Fix command injection on PDB download (#16966)

* Fix r_sys_mkdirp with absolute path on Windows
* Fix build with --with-openssl
* Use RBuffer in r_socket_http_answer()
* r_socket_http_answer: Fix read for big responses
* Implement r_str_escape_sh()
* Cleanup r_socket_connect() on Windows
* Fix socket being created without a protocol
* Fix socket connect with SSL ##socket
* Use select() in r_socket_ready()
* Fix read failing if received only protocol answer
* Fix double-free
* r_socket_http_get: Fail if req. SSL with no support
* Follow redirects in r_socket_http_answer()
* Fix r_socket_http_get result length with R2_CURL=1
* Also follow redirects
* Avoid using curl for downloading PDBs
* Use r_socket_http_get() on UNIXs
* Use WinINet API on Windows for r_socket_http_get()
* Fix command injection
* Fix r_sys_cmd_str_full output for binary data
* Validate GUID on PDB download
* Pass depth to socket_http_get_recursive()
* Remove 'r_' and '__' from static function names
* Fix is_valid_guid
* Fix for comments","In radare2 before version 4.5.0, malformed PDB file names in the PDB server path cause shell injection. To trigger the problem it's required to open the executable in radare2 and run idpd to trigger the download. The shell code will execute, and will create a file called pwned in the current directory.",04edfa82c1f3fa2bc3621ccdad2f93bdbf00e4f9,1
1,1,0,0,6,4,10,2,fix: [security] Check event ACL before allowing user to send event contact form,An issue was discovered in MISP 2.4.128. app/Controller/EventsController.php lacks an event ACL check before proceeding to allow a user to send an event contact form.,b0be3b07fee2ab9bf1869ef81a7f24f58bd687ef,1
1,1,0,0,25,28,53,3,"fix: [security] Insufficient ACL checks in the attachment downloader fixed
- Thanks to Jakub Onderka for reporting it",An issue was discovered in MISP 2.4.128. app/Controller/AttributesController.php has insufficient ACL checks in the attachment downloader.,d14ce7de709cdde3ecc9433e38e14c682894e88a,1
1,0.5,1,0,4,6,10,2,"Security fix: Fix to a possible PHP Object injection

- unserialized user input replaced with json_decode","Malware Information Sharing Platform (MISP) before 2.3.90 allows remote attackers to conduct PHP object injection attacks via crafted serialized data, related to TemplatesController.php and populate_event_from_template_attributes.ctp.",415d85102d5aa5f96f4f11a17c86b59bb9cc0d56,1
1,0.33,2,0,8,2,10,0,Fix to XSS in the template creation process,"Multiple cross-site scripting (XSS) vulnerabilities in the template-creation feature in Malware Information Sharing Platform (MISP) before 2.3.90 allow remote attackers to inject arbitrary web script or HTML via vectors involving (1) add.ctp, (2) edit.ctp, and (3) ajaxification.js.",812ac878c3645c02e2a599287117418424cbd4cf,1
1,0.5,1,0,2,2,4,0,Fix to an incorrect validation of temporary filenames,"app/Controller/TemplatesController.php in Malware Information Sharing Platform (MISP) before 2.3.92 does not properly restrict filenames under the tmp/files/ directory, which has unspecified impact and attack vectors.",27cc167c3355ec76292235d7f5f4e0016bfd7699,1
0,0,4,0,20,10,30,4,"fix: [security] setting a favourite homepage was not CSRF protected

- a user could be lured into setting a MISP home-page outside of the MISP baseurl
- switched the endpoint to be CSRF protection enabled

- as discovered by Mislav Bo?i?evi? <mislav.bozicevic@nn.cz>","In MISP before 2.4.129, setting a favourite homepage was not CSRF protected.",bf4610c947c7dc372c4078f363d2dff6ae0703a8,1
1,0.5,1,0,15,6,21,2,https://github.com/ImageMagick/ImageMagick/issues/1641,ImageMagick before 7.0.8-55 has a use-after-free in DestroyStringInfo in MagickCore/string.c because the error manager is mishandled in coders/jpeg.c.,39f226a9c137f547e12afde972eeba7551124493,1
1,1,0,0,1,1,2,1,"avcodec/vqavideo: Set video size

Fixes: out of array access
Fixes: 15919/clusterfuzz-testcase-minimized-ffmpeg_AV_CODEC_ID_VQA_fuzzer-5657368257363968

Found-by: continuous fuzzing process https://github.com/google/oss-fuzz/tree/master/projects/ffmpeg
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",FFmpeg before 4.2 has a heap-based buffer overflow in vqa_decode_chunk because of an out-of-array access in vqa_decode_init in libavcodec/vqavideo.c.,02f909dc24b1f05cfbba75077c7707b905e63cd2,1
1,1,0,0,2,1,3,1,...,"In ImageMagick before 7.0.8-62, TraceBezier in MagickCore/draw.c has a use-after-free.",ecf7c6b288e11e7e7f75387c5e9e93e423b98397,1
1,1,0,0,1,1,2,1,"avcodec/utils: Check close before calling it

Fixes: NULL pointer dereference
Fixes: 15733/clusterfuzz-testcase-minimized-ffmpeg_AV_CODEC_ID_IDF_fuzzer-5658616977162240

Reviewed-by: Paul B Mahol <onemda@gmail.com>
Found-by: continuous fuzzing process https://github.com/google/oss-fuzz/tree/master/projects/ffmpeg
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>","In FFmpeg before 4.2, avcodec_open2 in libavcodec/utils.c allows a NULL pointer dereference and possibly unspecified other impact when there is no valid close function pointer.",8df6884832ec413cf032dfaa45c23b1c7876670c,1
0,0,1,1,10,2,12,1,"avformat/mov: Check count sums in build_open_gop_key_points()

Fixes: ffmpeg.md
Fixes: Out of array access
Fixes: CVE-2022-2566

Found-by: Andy Nguyen <theflow@google.com>
Found-by: 3pvd <3pvd@google.com>
Reviewed-by: Andy Nguyen <theflow@google.com>
Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",A heap out-of-bounds memory write exists in FFMPEG since version 5.1. The size calculation in `build_open_gop_key_points()` goes through all entries in the loop and adds `sc->ctts_data[i].count` to `sc->sample_offsets_count`. This can lead to an integer overflow resulting in a small allocation with `av_calloc()`. An attacker can cause remote code execution via a malicious mp4 file. We recommend upgrading past commit c953baa084607dd1d84c3bfcce3cf6a87c3e6e05,c953baa084607dd1d84c3bfcce3cf6a87c3e6e05,1
1,1,0,0,4,0,4,1,"Do not attempt to decode APE file with no frames

This fixes invalid reads/writes with this sample:
http://packetstorm.linuxsecurity.com/1103-exploits/vlc105-dos.txt","The ape_read_header function in ape.c in libavformat in FFmpeg before 0.5.4, as used in MPlayer, VideoLAN VLC media player, and other products, allows remote attackers to cause a denial of service (application crash) via an APE (aka Monkey's Audio) file that contains a header but no frames.",8312e3fc9041027a33c8bc667bb99740fdf41dd5,1
1,1,0,0,8,4,12,3,More fixes for the CVE-2019-14745,"In radare2 before 3.9.0, a command injection vulnerability exists in bin_symbols() in libr/core/cbin.c. By using a crafted executable file, it's possible to execute arbitrary shell commands with the permissions of the victim. This vulnerability is due to an insufficient fix for CVE-2019-14745 and improper handling of symbol names embedded in executables.",5411543a310a470b1257fb93273cdd6e8dfcb3af,1
0,0,1,0,4,2,6,1,"Fix #14990 - multiple quoted command parsing issue ##core

	> ""?e hello""""?e world""
	hello
	world""
	> ""?e hello"";""?e world""
	hello
	world","In radare2 before 3.9.0, a command injection vulnerability exists in bin_symbols() in libr/core/cbin.c. By using a crafted executable file, it's possible to execute arbitrary shell commands with the permissions of the victim. This vulnerability is due to an insufficient fix for CVE-2019-14745 and improper handling of symbol names embedded in executables.",dd739f5a45b3af3d1f65f00fe19af1dbfec7aea7,1
1,1,0,0,20,16,36,1,Fixed infinite loop and added checks for the sscanf result.,The ReadHDRImage function in coders/hdr.c in ImageMagick 6.x and 7.x allows remote attackers to cause a denial of service (infinite loop) via a crafted HDR file.,97aa7d7cfd2027f6ba7ce42caf8b798541b9cdc6,1
1,1,0,0,9,1,10,1,https://github.com/ImageMagick/ImageMagick/pull/34,The WriteImages function in magick/constitute.c in ImageMagick before 6.9.2-4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted image file.,5b4bebaa91849c592a8448bc353ab25a54ff8c44,1
1,1,0,0,9,6,15,1,Fixed out of bounds error in SpliceImage.,The SpliceImage function in MagickCore/transform.c in ImageMagick before 6.9.2-4 allows remote attackers to cause a denial of service (application crash) via a crafted png file.,7b1cf5784b5bcd85aa9293ecf56769f68c037231,1
1,1,0,0,2,0,2,1,https://bugs.launchpad.net/ubuntu/+source/imagemagick/+bug/1490362,Double free vulnerability in coders/tga.c in ImageMagick 7.0.0 and later allows remote attackers to cause a denial of service (application crash) via a crafted tga file.,4f68e9661518463fca523c9726bb5d940a2aa6d8,1
1,1,0,0,1,1,2,1,"fix: [security] sharing group all org flag too lax

- the all org flag was used as a trigger to make the sharing group obejct itself viewable to all local organisations
- even if the all org flag was set for an instance other than the local one

- as reported by Jeroen Pinoy","An issue was discovered in app/Model/SharingGroupServer.php in MISP 2.4.139. In the implementation of Sharing Groups, the ""all org"" flag sometimes provided view access to unintended actors.",ca13fee271ad126832c88896776f3050a6c06e64,1
1,1,0,0,4,4,8,2,http://www.imagemagick.org/discourse-server/viewtopic.php?f=3&t=26861,coders/dds.c in ImageMagick before 6.9.0-4 Beta allows remote attackers to cause a denial of service (CPU consumption) via a crafted DDS file.,cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7,1
0,0,1,0,3,3,6,1,http://www.imagemagick.org/discourse-server/viewtopic.php?f=3&t=26838,Buffer overflow in ImageMagick before 6.9.0-4 Beta allows remote attackers to cause a denial of service (application crash) via a crafted SUN file.,78f82d9d1c2944725a279acd573a22168dc6e22a,1
0,0,1,0,2,15,17,1,http://www.imagemagick.org/discourse-server/viewtopic.php?f=3&t=26848,Buffer overflow in ImageMagick before 6.9.0-4 Beta allows remote attackers to cause a denial of service (application crash) via a crafted SUN file.,bd96074b254c6607a0f7731e59f923ad19d5a46d,1
1,1,0,0,3,3,6,1,http://www.imagemagick.org/discourse-server/viewtopic.php?f=3&t=26857,coders/sun.c in ImageMagick before 6.9.0-4 Beta allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted SUN file.,b8f17d08b7418204bf8a05a5c24e87b2fc395b75,1
0,0,3,0,31,19,50,3,https://github.com/ImageMagick/ImageMagick/issues/298,coders/tiff.c in ImageMagick before 7.0.3.7 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted image.,b61d35eaccc0a7ddeff8a1c3abfcd0a43ccf210b,1
0,0,1,0,2,0,2,1,https://github.com/ImageMagick/ImageMagick/issues/301,The IsPixelGray function in MagickCore/pixel-accessor.h in ImageMagick 7.0.3-8 allows remote attackers to cause a denial of service (out-of-bounds heap read) via a crafted image file.,ce98a7acbcfca7f0a178f4b1e7b957e419e0cc99,1
0,0,2,0,2,2,4,1,https://github.com/ImageMagick/ImageMagick/issues/296,Heap overflow in the WaveletDenoiseImage function in MagickCore/fx.c in ImageMagick before 6.9.6-4 and 7.x before 7.0.3-6 allows remote attackers to cause a denial of service (crash) via a crafted image.,3cbfb163cff9e5b8cdeace8312e9bfee810ed02b,1
1,1,0,0,11,2,13,1,"security: [user] Fixing disclosure of roles name to non-site admin users and ensure user edit applies the restricted_to_site_admin option


This vulnerability with a default MISP installation without additional roles is disclosing list of role name which were restricted to the site admin. This commit fixes this disclosure vulnerability.

In addition for MISP installation with custom roles, an org admin user could create a user assigned to new custom roles which were restricted to site admin. This could lead to the access of complementary permissions (except site admin, org admin and sync actions).

Credits: CIRCL",app/Controller/UsersController.php in MISP before 2.4.164 allows attackers to discover role names (this is information that only the site admin should have).,934b9cd4fc6d6378ad349ea630ad9f1319ac82f5,1
